servicerequestnum,code,codeDescription,address,city,state,zip,createdDate,dueDate,statusDate,status,activity,outcome,updatedDate
13-00049994,RATRUBPR,SW-Rat Rubout - Proactive,2914  ERDMAN AVE ,BALTIMORE CITY,MD,21213,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049749,RATRUBPR,SW-Rat Rubout - Proactive,2024 N CHARLES ST ,BALTIMORE CITY,MD,21218,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049589,RATRUBPR,SW-Rat Rubout - Proactive,404 N PATTERSON PARK AVE ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/18/2013
13-00053301,RATRUBPR,SW-Rat Rubout - Proactive,1608  MCKEAN AVE ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/18/2013
13-00049994,RATRUBPR,SW-Rat Rubout - Proactive,2914  ERDMAN AVE ,BALTIMORE CITY,MD,21213,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049913,RATRUBPR,SW-Rat Rubout - Proactive,2406 E BIDDLE ST ,BALTIMORE CITY,MD,21213,01/18/2013 08:00:00 AM +0000,01/23/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049834,RATRUBPR,SW-Rat Rubout - Proactive,1034 N MOUNT ST ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049733,RATRUBPR,SW-Rat Rubout - Proactive,2022 N CHARLES ST ,BALTIMORE CITY,MD,21218,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049637,RATRUBPR,SW-Rat Rubout - Proactive,3600  EASTERN AVE ,BALTIMORE CITY,MD,21224,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049619,RATRUBPR,SW-Rat Rubout - Proactive,439 N GLOVER ST ,BALTIMORE CITY,MD,21224,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049613,RATRUBPR,SW-Rat Rubout - Proactive,446 N LAKEWOOD AVE ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049598,RATRUBPR,SW-Rat Rubout - Proactive,402 N PATTERSON PARK AVE ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00053291,RATRUBPR,SW-Rat Rubout - Proactive,1619 N MONROE ST ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00053288,RATRUBPR,SW-Rat Rubout - Proactive,1734 N FULTON AVE ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049913,RATRUBPR,SW-Rat Rubout - Proactive,2406 E BIDDLE ST ,BALTIMORE CITY,MD,21213,01/18/2013 08:00:00 AM +0000,01/23/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049749,RATRUBPR,SW-Rat Rubout - Proactive,2024 N CHARLES ST ,BALTIMORE CITY,MD,21218,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049733,RATRUBPR,SW-Rat Rubout - Proactive,2022 N CHARLES ST ,BALTIMORE CITY,MD,21218,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049619,RATRUBPR,SW-Rat Rubout - Proactive,439 N GLOVER ST ,BALTIMORE CITY,MD,21224,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049598,RATRUBPR,SW-Rat Rubout - Proactive,402 N PATTERSON PARK AVE ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049582,RATRUBPR,SW-Rat Rubout - Proactive,2406 E MADISON ST ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/18/2013
13-00049834,RATRUBPR,SW-Rat Rubout - Proactive,1034 N MOUNT ST ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049637,RATRUBPR,SW-Rat Rubout - Proactive,3600  EASTERN AVE ,BALTIMORE CITY,MD,21224,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049613,RATRUBPR,SW-Rat Rubout - Proactive,446 N LAKEWOOD AVE ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00049589,RATRUBPR,SW-Rat Rubout - Proactive,404 N PATTERSON PARK AVE ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/18/2013
13-00049582,RATRUBPR,SW-Rat Rubout - Proactive,2406 E MADISON ST ,BALTIMORE CITY,MD,21205,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/18/2013
13-00053301,RATRUBPR,SW-Rat Rubout - Proactive,1608  MCKEAN AVE ,BALTIMORE CITY,MD,21217,01/18/2013 08:00:00 AM +0000,01/23/2013,01/18/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/18/2013
13-00042310,HLTHRATR,SW-Rat Rubout,1705  LORMAN ST ,BALTIMORE CITY,MD,21217,01/18/2013 05:03:30 AM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00042289,HLTHRATR,SW-Rat Rubout,4043 W COLD SPRING LN ,BALTIMORE CITY,MD,21215,01/18/2013 04:45:13 AM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00042214,HLTHRATR,SW-Rat Rubout,4037  GRANTLEY RD ,BALTIMORE CITY,MD,21215,01/18/2013 03:28:36 AM +0000,02/01/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00042128,HLTHRATR,SW-Rat Rubout,1739 S CHARLES ST ,BALTIMORE CITY,MD,21230,01/18/2013 02:33:48 AM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00042077,HLTHRATR,SW-Rat Rubout,1029 N FULTON AVE ,BALTIMORE CITY,MD,21217,01/18/2013 02:14:59 AM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00041727,HCDRODEN,HCD-Rodents,306 S PULASKI ST ,BALTIMORE CITY,MD,21223,01/18/2013 12:05:01 AM +0000,02/02/2013,01/18/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/18/2013
13-00041719,HCDRODEN,HCD-Rodents,310 S PULASKI ST ,BALTIMORE CITY,MD,21223,01/18/2013 12:01:40 AM +0000,02/02/2013,01/18/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/18/2013
13-00041141,HLTHRATR,SW-Rat Rubout,951  HOMESTEAD ST ,BALTIMORE CITY,MD,21218,01/17/2013 09:53:27 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00040972,HCDRODEN,HCD-Rodents,413 S HIGH ST ,BALTIMORE CITY,MD,21202,01/17/2013 09:07:53 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/18/2013
13-00040963,HCDRODEN,HCD-Rodents,405 S HIGH ST ,BALTIMORE CITY,MD,21202,01/17/2013 09:06:40 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/18/2013
13-00040959,HCDRODEN,HCD-Rodents,403 S HIGH ST ,BALTIMORE CITY,MD,21202,01/17/2013 09:05:47 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/18/2013
13-00040731,HLTHRATR,SW-Rat Rubout,422  HOWIL TER ,BALTIMORE CITY,MD,21212,01/17/2013 08:08:57 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00040696,HLTHRATR,SW-Rat Rubout,5427  THE ALAMEDA  ,BALTIMORE CITY,MD,21239,01/17/2013 07:59:55 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00040439,HCDRODEN,HCD-Rodents,1617  INVERNESS AVE ,BALTIMORE CITY,MD,21230,01/17/2013 06:46:07 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/18/2013
13-00040367,HCDRODEN,HCD-Rodents,1308  PONTIAC AVE ,BALTIMORE CITY,MD,21225,01/17/2013 06:31:18 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/18/2013
13-00040326,HCDRODEN,HCD-Rodents,1040 N LUZERNE AVE ,BALTIMORE CITY,MD,21205,01/17/2013 06:24:35 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/18/2013
13-00040108,HLTHRATR,SW-Rat Rubout,2916  ERDMAN AVE ,BALTIMORE CITY,MD,21213,01/17/2013 05:48:37 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00040104,HCDRODEN,HCD-Rodents,3015  ELGIN AVE ,BALTIMORE CITY,MD,21216,01/17/2013 05:48:04 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/18/2013
13-00040085,HCDRODEN,HCD-Rodents,1100  HILLEN ST ,BALTIMORE CITY,MD,21202,01/17/2013 05:44:55 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,01/22/2013
13-00040018,HCDRODEN,HCD-Rodents,2016 E LAFAYETTE AVE ,BALTIMORE CITY,MD,21213,01/17/2013 05:32:28 PM +0000,02/01/2013,01/18/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/18/2013
13-00040008,HLTHRATR,SW-Rat Rubout,2411  EDMONDSON AVE ,BALTIMORE CITY,MD,21223,01/17/2013 05:31:03 PM +0000,01/31/2013,01/22/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/22/2013
13-00039969,HLTHRATR,SW-Rat Rubout,1630  HEATHFIELD RD ,BALTIMORE CITY,MD,21239,01/17/2013 05:25:22 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00039471,HCDRODEN,HCD-Rodents,3000  HOLLINS FERRY RD ,BALTIMORE CITY,MD,21230,01/17/2013 02:15:38 PM +0000,02/01/2013,01/17/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,01/22/2013
13-00048678,RATRUBPR,SW-Rat Rubout - Proactive,4203  WOODMERE AVE ,BALTIMORE CITY,MD,21215,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00049396,RATRUBPR,SW-Rat Rubout - Proactive,700 N PAYSON ST ,BALTIMORE CITY,MD,21217,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00049383,RATRUBPR,SW-Rat Rubout - Proactive,2025  PENROSE AVE ,BALTIMORE CITY,MD,21223,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/17/2013
13-00049296,RATRUBPR,SW-Rat Rubout - Proactive,1333 E PONTIAC AVE ,BALTIMORE CITY,MD,21225,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/17/2013
13-00048690,RATRUBPR,SW-Rat Rubout - Proactive,916 S CLINTON ST ,BALTIMORE CITY,MD,21224,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00048678,RATRUBPR,SW-Rat Rubout - Proactive,4203  WOODMERE AVE ,BALTIMORE CITY,MD,21215,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00049396,RATRUBPR,SW-Rat Rubout - Proactive,700 N PAYSON ST ,BALTIMORE CITY,MD,21217,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00049383,RATRUBPR,SW-Rat Rubout - Proactive,2025  PENROSE AVE ,BALTIMORE CITY,MD,21223,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/17/2013
13-00048690,RATRUBPR,SW-Rat Rubout - Proactive,916 S CLINTON ST ,BALTIMORE CITY,MD,21224,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00049296,RATRUBPR,SW-Rat Rubout - Proactive,1333 E PONTIAC AVE ,BALTIMORE CITY,MD,21225,01/17/2013 08:00:00 AM +0000,01/22/2013,01/17/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/17/2013
13-00039389,HLTHRATR,SW-Rat Rubout,1325  BAYARD ST ,BALTIMORE CITY,MD,21230,01/17/2013 07:13:12 AM +0000,01/31/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00039060,HLTHRATR,SW-Rat Rubout,702 N PAYSON ST ,BALTIMORE CITY,MD,21217,01/17/2013 02:18:54 AM +0000,01/31/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00038469,HCDRODEN,HCD-Rodents,537 N FULTON AVE ,BALTIMORE CITY,MD,21223,01/16/2013 11:09:28 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/18/2013
13-00038234,HCDRODEN,HCD-Rodents,2030  HILLENWOOD RD ,BALTIMORE CITY,MD,21239,01/16/2013 10:07:59 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/24/2013
13-00038220,HCDRODEN,HCD-Rodents,2033  HILLENWOOD RD ,BALTIMORE CITY,MD,21239,01/16/2013 10:04:36 PM +0000,01/31/2013,01/22/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/22/2013
13-00038185,HCDRODEN,HCD-Rodents,1817 E BALTIMORE ST ,BALTIMORE CITY,MD,21231,01/16/2013 09:52:21 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Inspector,Work Order Outstanding Pending,01/18/2013
13-00038063,HCDRODEN,HCD-Rodents,909  SEAGULL AVE ,BALTIMORE CITY,MD,21225,01/16/2013 09:23:24 PM +0000,01/31/2013,01/18/2013,CLOSED,,,
13-00038049,HLTHRATR,SW-Rat Rubout,2318  LAURETTA AVE ,BALTIMORE CITY,MD,21223,01/16/2013 09:21:22 PM +0000,01/30/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00037755,HCDRODEN,HCD-Rodents,2720 E CHASE ST ,BALTIMORE CITY,MD,21213,01/16/2013 08:06:53 PM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Inspector,Notice Issued,01/18/2013
13-00037666,HCDRODEN,HCD-Rodents,2414  SAINT PAUL ST ,BALTIMORE CITY,MD,21218,01/16/2013 07:45:40 PM +0000,01/31/2013,01/17/2013,CLOSED,Dispatch Inspector,Appointment Scheduled,01/17/2013
13-00037641,HLTHRATR,SW-Rat Rubout,2743  WEGWORTH LN ,BALTIMORE CITY,MD,21230,01/16/2013 07:38:01 PM +0000,01/30/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00037380,HCDRODEN,HCD-Rodents,1920 W LAFAYETTE AVE ,BALTIMORE CITY,MD,21217,01/16/2013 06:50:09 PM +0000,01/31/2013,01/17/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/17/2013
13-00036929,HLTHRATR,SW-Rat Rubout,408 N PATTERSON PARK AVE ,BALTIMORE CITY,MD,21205,01/16/2013 05:14:35 PM +0000,01/30/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00036802,HCDRODEN,HCD-Rodents,3115  BELMONT AVE ,BALTIMORE CITY,MD,21216,01/16/2013 04:37:36 PM +0000,01/31/2013,01/17/2013,CLOSED,Dispatch Inspector,Notice Issued,01/17/2013
13-00036800,HLTHRATR,SW-Rat Rubout,4100  WESTCHESTER RD ,BALTIMORE CITY,MD,21216,01/16/2013 04:37:32 PM +0000,01/30/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00036637,HCDRODEN,HCD-Rodents,2813  PRESBURY ST ,BALTIMORE CITY,MD,21216,01/16/2013 02:25:17 PM +0000,01/31/2013,01/19/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/19/2013
13-00039809,RATRUBPR,SW-Rat Rubout - Proactive,811  TOLNA ST ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039924,RATRUBPR,SW-Rat Rubout - Proactive,1514 W LEXINGTON ST ,BALTIMORE CITY,MD,21223,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039809,RATRUBPR,SW-Rat Rubout - Proactive,811  TOLNA ST ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039833,RATRUBPR,SW-Rat Rubout - Proactive,160 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039819,RATRUBPR,SW-Rat Rubout - Proactive,515 S GLOVER ST ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039833,RATRUBPR,SW-Rat Rubout - Proactive,160 N ELLWOOD AVE ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039819,RATRUBPR,SW-Rat Rubout - Proactive,515 S GLOVER ST ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039811,RATRUBPR,SW-Rat Rubout - Proactive,840 S EAST AVE ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039924,RATRUBPR,SW-Rat Rubout - Proactive,1514 W LEXINGTON ST ,BALTIMORE CITY,MD,21223,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00039811,RATRUBPR,SW-Rat Rubout - Proactive,840 S EAST AVE ,BALTIMORE CITY,MD,21224,01/16/2013 08:00:00 AM +0000,01/21/2013,01/16/2013,CLOSED,Dispatch Investigator,Active Rodent Sign,01/16/2013
13-00036353,HCDRODEN,HCD-Rodents,6547  PARNELL AVE ,BALTIMORE CITY,MD,21222,01/16/2013 05:28:46 AM +0000,01/31/2013,01/18/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/18/2013
13-00036234,HCDRODEN,HCD-Rodents,5507  BOWLEYS LN ,BALTIMORE CITY,MD,21206,01/16/2013 03:41:57 AM +0000,01/31/2013,01/16/2013,CLOSED,Dispatch Inspector,No Entry (After 3 Attempts),01/16/2013
13-00036145,HCDRODEN,HCD-Rodents,1002 E LAKE AVE ,BALTIMORE CITY,MD,21212,01/16/2013 02:26:36 AM +0000,01/31/2013,01/16/2013,CLOSED,Dispatch Inspector,Notice Issued,01/16/2013
13-00036114,HCDRODEN,HCD-Rodents,1526 N BROADWAY  ,BALTIMORE CITY,MD,21213,01/16/2013 02:00:21 AM +0000,01/31/2013,01/16/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/16/2013
13-00036112,HLTHRATR,SW-Rat Rubout,1528 N BROADWAY  ,BALTIMORE CITY,MD,21213,01/16/2013 01:58:18 AM +0000,01/30/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00035805,HLTHRATR,SW-Rat Rubout,210  HARMISON ST ,BALTIMORE CITY,MD,21223,01/16/2013 12:01:03 AM +0000,01/30/2013,01/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/16/2013
13-00035801,HCDRODEN,HCD-Rodents,3637  GREENVALE RD ,BALTIMORE CITY,MD,21229,01/16/2013 12:00:38 AM +0000,01/31/2013,01/17/2013,CLOSED,Dispatch Inspector,Condition Does Not Exist,01/17/2013
13-00035593,HCDRODEN,HCD-Rodents,827 N MONTFORD AVE ,BALTIMORE CITY,MD,21205,01/15/2013 11:07:13 PM +0000,01/30/2013,01/18/2013,CLOSED,Dispatch Inspector,Referred to Another Agency,01/17/2013
13-00035457,HLRRFUP,SW-Rat Rubout Follow-up,419  CHARTER OAK AVE ,BALTIMORE CITY,MD,21212,01/15/2013 10:30:56 PM +0000,01/31/2013,01/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/16/2013
13-00035373,HLTHRATR,SW-Rat Rubout,4747  ELISON AVE ,BALTIMORE CITY,MD,21206,01/15/2013 10:07:56 PM +0000,01/29/2013,01/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/16/2013
13-00035230,HCDRODEN,HCD-Rodents,3509  BERWYN AVE ,BALTIMORE CITY,MD,21207,01/15/2013 09:36:20 PM +0000,01/30/2013,01/17/2013,CLOSED,Dispatch Inspector,Work Order Outstanding Pending,01/17/2013
13-00035220,HCDRODEN,HCD-Rodents,3906  DORCHESTER RD ,BALTIMORE CITY,MD,21207,01/15/2013 09:34:01 PM +0000,01/30/2013,01/17/2013,CLOSED,Dispatch Inspector,Condition Corrected,01/17/2013
13-00035211,HLTHRATR,SW-Rat Rubout,3400  OAKFIELD AVE ,BALTIMORE CITY,MD,21207,01/15/2013 09:31:55 PM +0000,01/29/2013,01/18/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/18/2013
13-00035100,HLTHRATR,SW-Rat Rubout,2313  EDMONDSON AVE ,BALTIMORE CITY,MD,21223,01/15/2013 09:10:54 PM +0000,01/29/2013,01/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/16/2013
13-00035002,HCDRODEN,HCD-Rodents,2227  CECIL AVE ,BALTIMORE CITY,MD,21218,01/15/2013 08:45:12 PM +0000,01/30/2013,01/16/2013,CLOSED,Dispatch Inspector,Complaint Not a Violation,01/16/2013
13-00034913,HCDRODEN,HCD-Rodents,2032  SINCLAIR LN ,BALTIMORE CITY,MD,21213,01/15/2013 08:23:59 PM +0000,01/30/2013,01/18/2013,CLOSED,Dispatch Inspector,No Cause For Action,01/18/2013
13-00034910,HCDRODEN,HCD-Rodents,1226  OAKHURST PL ,BALTIMORE CITY,MD,21216,01/15/2013 08:23:26 PM +0000,01/30/2013,01/16/2013,CLOSED,Dispatch Inspector,Referred to Another Agency,01/16/2013
13-00034842,HCDRODEN,HCD-Rodents,3801  GREENMOUNT AVE ,BALTIMORE CITY,MD,21218,01/15/2013 08:08:00 PM +0000,01/30/2013,01/17/2013,CLOSED,Dispatch Inspector,Citation Issued,01/17/2013
13-00034810,HCDRODEN,HCD-Rodents,1562 N WOODYEAR ST ,BALTIMORE CITY,MD,21217,01/15/2013 08:00:36 PM +0000,01/30/2013,01/16/2013,CLOSED,Dispatch Inspector,Violation Notice Outstanding,01/16/2013
13-00034776,HCDRODEN,HCD-Rodents,4406  GROVELAND AVE ,BALTIMORE CITY,MD,21215,01/15/2013 07:52:46 PM +0000,01/30/2013,01/17/2013,CLOSED,Dispatch Inspector,No Entry (After 3 Attempts),01/16/2013
13-00034198,HLTHRATR,SW-Rat Rubout,5526  SEFTON AVE ,BALTIMORE CITY,MD,21214,01/15/2013 06:07:30 PM +0000,01/29/2013,01/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/16/2013
13-00034047,HLTHRATR,SW-Rat Rubout,1823 E 32ND ST ,BALTIMORE CITY,MD,21218,01/15/2013 05:49:17 PM +0000,01/29/2013,01/16/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/16/2013
13-00033810,HLTHRATR,SW-Rat Rubout,5808  HALWYN AVE ,BALTIMORE CITY,MD,21212,01/15/2013 05:01:14 PM +0000,01/29/2013,01/17/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/17/2013
13-00036860,RATRUBPR,SW-Rat Rubout - Proactive,1813 N DUKELAND ST ,BALTIMORE CITY,MD,21216,01/15/2013 08:00:00 AM +0000,01/20/2013,01/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/15/2013
13-00036791,RATRUBPR,SW-Rat Rubout - Proactive,5322  LYNVIEW AVE ,BALTIMORE CITY,MD,21215,01/15/2013 08:00:00 AM +0000,01/20/2013,01/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/15/2013
13-00036796,RATRUBPR,SW-Rat Rubout - Proactive,4653  PIMLICO RD ,BALTIMORE CITY,MD,21215,01/15/2013 08:00:00 AM +0000,01/20/2013,01/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/15/2013
13-00036796,RATRUBPR,SW-Rat Rubout - Proactive,4653  PIMLICO RD ,BALTIMORE CITY,MD,21215,01/15/2013 08:00:00 AM +0000,01/20/2013,01/15/2013,CLOSED,Dispatch Investigator,No Active Rodent Sign,01/15/2013
