Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
,STATUS,,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,,,,CURRENT ACTIVITY,MOST RECENT ACTION,STREET ADDRESS,,,,,,,,,
01/27/2015,Open,,15-00150727,Rodent Baiting/Rat Complaint,,,,,,325 W WELLINGTON AVE,60657,1173458.2898,1920255.373,44,19,6,41.93660297462318,-87.6379270851632,"(41.93660297462318, -87.6379270851632)"
01/27/2015,Open,,15-00150950,Rodent Baiting/Rat Complaint,,,,,,4301 W PALMER ST,60639,1147346.92226758,1914275.70350678,30,25,20,41.92073532471666,-87.73404356309754,"(41.92073532471666, -87.73404356309754)"
01/27/2015,Open,,15-00151017,Rodent Baiting/Rat Complaint,,,,,,6259 W EDDY ST,60634,1134024.79169774,1922951.77861877,36,16,17,41.94478850170439,-87.78278794429143,"(41.94478850170439, -87.78278794429143)"
01/27/2015,Open,,15-00151075,Rodent Baiting/Rat Complaint,,,,,,7848 S DOBSON AVE,60619,1184582.4864137,1853180.39089079,8,6,69,41.75229053872988,-87.59915225209153,"(41.75229053872988, -87.59915225209153)"
01/27/2015,Open,,15-00151376,Rodent Baiting/Rat Complaint,,,,,,2201 N LOREL AVE,60639,1140359.03357654,1914115.27522406,37,25,19,41.92042622590907,-87.75972280963252,"(41.92042622590907, -87.75972280963252)"
01/27/2015,Open,,15-00151540,Rodent Baiting/Rat Complaint,,,,,,2216 W OHIO ST,60612,1161524.37588835,1903973.27568879,26,12,24,41.892180993194756,-87.6822398060405,"(41.892180993194756, -87.6822398060405)"
01/27/2015,Open,,15-00152279,Rodent Baiting/Rat Complaint,,,,,,375 W ONTARIO ST,60654,1173562.82568795,1904415.41069018,42,18,8,41.89313505344723,-87.63801485832052,"(41.89313505344723, -87.63801485832052)"
01/27/2015,Open,,15-00152344,Rodent Baiting/Rat Complaint,,,,,,4925 N MARMORA AVE,60630,1135850.0061128,1932460.89097414,45,16,11,41.970850076732006,-87.77585170713027,"(41.970850076732006, -87.77585170713027)"
01/27/2015,Open,,15-00152496,Rodent Baiting/Rat Complaint,,,,,,5441 W GALE ST,60630,1138963.67261442,1932172.19618267,45,16,11,41.97000170440533,-87.7644093506345,"(41.97000170440533, -87.7644093506345)"
01/27/2015,Open,,15-00152631,Rodent Baiting/Rat Complaint,,,,,,3626 N NEVA AVE,60634,1127763.93631973,1923267.6631887,36,16,17,41.94576336814043,-87.80579362195189,"(41.94576336814043, -87.80579362195189)"
01/27/2015,Open,,15-00153838,Rodent Baiting/Rat Complaint,,,,,,7541 N CLAREMONT AVE,60645,1159347.15997534,1949916.78130005,49,24,2,42.01829761328245,-87.68896710113462,"(42.01829761328245, -87.68896710113462)"
01/27/2015,Open,,15-00154418,Rodent Baiting/Rat Complaint,,,,,,1155 W DICKENS AVE,60614,1168185.41329456,1914111.71542794,43,18,7,41.919860196048354,-87.65748338998772,"(41.919860196048354, -87.65748338998772)"
01/27/2015,Open,,15-00154993,Rodent Baiting/Rat Complaint,,,,,,4843 W MONTROSE AVE,60641,1143181.17988725,1928812.25331804,45,16,15,41.96070384604712,-87.74898546515654,"(41.96070384604712, -87.74898546515654)"
01/27/2015,Open,,15-00155554,Rodent Baiting/Rat Complaint,,,,,,3500 W HIRSCH ST,60651,1152774.75741387,1909088.79462631,26,14,23,41.906396164535984,-87.71423798302283,"(41.906396164535984, -87.71423798302283)"
01/26/2015,Completed,01/28/2015,15-00139961,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,1874 N SHEFFIELD AVE,60614,1169336.60511984,1912701.30143363,32,18,7,41.915964970313354,-87.65329484371107,"(41.915964970313354, -87.65329484371107)"
01/26/2015,Completed,01/28/2015,15-00140183,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,1948 W FARRAGUT AVE,60640,1162400.24762412,1934875.45058012,40,20,4,41.97696013735859,-87.67815579669612,"(41.97696013735859, -87.67815579669612)"
01/26/2015,Completed,01/28/2015,15-00140383,Rodent Baiting/Rat Complaint,0,2,1,Dispatch Crew,Inspected and baited,5736 N MAPLEWOOD AVE,60659,1158295.42546927,1938004.83757635,40,20,2,41.985632476174516,-87.69316504030165,"(41.985632476174516, -87.69316504030165)"
01/26/2015,Completed,01/28/2015,15-00140398,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,2652 W HOLLYWOOD AVE,60659,1157537.124233,1937752.88251048,40,20,2,41.98495661913792,-87.69596092852524,"(41.98495661913792, -87.69596092852524)"
01/26/2015,Completed,01/28/2015,15-00140429,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,5737 N FAIRFIELD AVE,60659,1156914.95848566,1938010.37808915,40,20,2,41.985675881031746,-87.69824217587131,"(41.985675881031746, -87.69824217587131)"
01/26/2015,Completed,01/28/2015,15-00140442,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,1727 W FARWELL AVE,60626,1163317.79199507,1945663.66411221,49,24,1,42.00654401840953,-87.67447636029348,"(42.00654401840953, -87.67447636029348)"
01/26/2015,Completed,01/28/2015,15-00141295,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,6201 N ARTESIAN AVE,60659,1158862.36341261,1941093.68929158,50,24,2,41.99409676313548,-87.69099466438938,"(41.99409676313548, -87.69099466438938)"
01/26/2015,Completed,01/28/2015,15-00141644,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,3055 N LAKEWOOD AVE,60657,1167104.55136808,1920488.80706893,32,19,6,41.93738258235888,-87.66127097903397,"(41.93738258235888, -87.66127097903397)"
01/26/2015,Completed,01/28/2015,15-00141655,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,6253 N LAWNDALE AVE,60659,1150578.55072698,1941244.03769879,50,17,13,41.99467579012943,-87.72146228167824,"(41.99467579012943, -87.72146228167824)"
01/26/2015,Completed,01/28/2015,15-00144358,Rodent Baiting/Rat Complaint,2,9,3,Dispatch Crew,Inspected and baited,4839 W HUBBARD ST,60644,1143983.13405,1902570.090275,28,15,25,41.888677677606005,-87.74669709216428,"(41.888677677606005, -87.74669709216428)"
01/26/2015,Completed,01/29/2015,15-00141097,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,"Area inspected, no cause and no baiting",2520 N LINCOLN AVE,60614,1169710.53796669,1916950.10767167,43,19,7,41.927615768361,-87.65179698622117,"(41.927615768361, -87.65179698622117)"
01/26/2015,Completed,01/29/2015,15-00141505,Rodent Baiting/Rat Complaint,0,3,4,Dispatch Crew,"Area inspected, no cause and no baiting",2623 N SEMINARY AVE,60614,1168511.28090818,1917685.33996755,32,19,7,41.92965935559873,-87.6561824198183,"(41.92965935559873, -87.6561824198183)"
01/26/2015,Completed,01/29/2015,15-00141636,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",2044 W BARRY AVE,60618,1162177.12379556,1920580.23592038,32,19,5,41.93773803973346,-87.67937749397235,"(41.93773803973346, -87.67937749397235)"
01/26/2015,Completed,01/29/2015,15-00141722,Rodent Baiting/Rat Complaint,4,4,5,Dispatch Crew,Inspected and baited,3541 N FREMONT ST,60657,1169637.30992701,1923722.54199456,44,19,6,41.94620122399759,-87.65186824713034,"(41.94620122399759, -87.65186824713034)"
01/26/2015,Completed,01/29/2015,15-00141805,Rodent Baiting/Rat Complaint,1,2,0,Dispatch Crew,Inspected and baited,141 W GOETHE ST,60610,1174887.27708159,1909025.39600808,43,18,8,41.9057555336991,-87.63301248318163,"(41.9057555336991, -87.63301248318163)"
01/26/2015,Completed,01/29/2015,15-00143146,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",433 W 37TH ST,60609,1173814.8807928,1880393.30180249,11,9,60,41.82721103464278,-87.63780387134625,"(41.82721103464278, -87.63780387134625)"
01/26/2015,Completed,01/29/2015,15-00144167,Rodent Baiting/Rat Complaint,1,2,0,Dispatch Crew,Inspected and baited,3015 N HAMILTON AVE,60618,1161495.46006942,1920000.33638794,32,19,5,41.93616100184869,-87.68189892856616,"(41.93616100184869, -87.68189892856616)"
01/26/2015,Completed,01/29/2015,15-00139947,Rodent Baiting/Rat Complaint,3,2,3,Dispatch Crew,Inspected and baited,6941 W 63RD ST,60638,1131094.25999876,1861946.540824,23,8,64,41.77743192786105,-87.79496567385368,"(41.77743192786105, -87.79496567385368)"
01/26/2015,Completed,01/29/2015,15-00140563,Rodent Baiting/Rat Complaint,1,0,0,Dispatch Crew,Inspected and baited,1654 N CLEVELAND AVE,60614,1172679.63997032,1911319.6200273,43,18,7,41.91210017323896,-87.6410538177901,"(41.91210017323896, -87.6410538177901)"
01/26/2015,Completed,01/29/2015,15-00140742,Rodent Baiting/Rat Complaint,4,5,0,Dispatch Crew,Inspected and baited,2046 N SEMINARY AVE,60614,1168640.05987645,1913770.51340807,43,18,7,41.91891407469323,-87.65582285904378,"(41.91891407469323, -87.65582285904378)"
01/26/2015,Completed,01/30/2015,15-00139929,Rodent Baiting/Rat Complaint,1,1,0,Dispatch Crew,Inspected and baited,2445 W FARWELL AVE,60645,1158775.15190233,1945397.62012769,50,24,2,42.00590869746961,-87.6911967355646,"(42.00590869746961, -87.6911967355646)"
01/26/2015,Completed,01/30/2015,15-00139981,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,"Area inspected, no cause and no baiting",6059 N CLARK ST,60660,1164552.27587969,1940545.00177938,48,24,77,41.99247212564558,-87.67008040469489,"(41.99247212564558, -87.67008040469489)"
01/26/2015,Completed,01/30/2015,15-00140877,Rodent Baiting/Rat Complaint,4,0,0,Dispatch Crew,Inspected and baited,3820 W 86TH ST,60652,1152452.19170539,1847270.39232299,18,8,70,41.736764542881645,-87.71705168853318,"(41.736764542881645, -87.71705168853318)"
01/26/2015,Completed,01/30/2015,15-00141291,Rodent Baiting/Rat Complaint,5,1,8,Dispatch Crew,Inspected and baited,1700 N MONTICELLO AVE,60647,1151784.33366993,1911052.65312499,26,25,23,41.91180473300793,-87.71782444989341,"(41.91180473300793, -87.71782444989341)"
01/26/2015,Completed,01/30/2015,15-00141585,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,"Area inspected, no cause and no baiting",4415 N MANGO AVE,60630,1137216.48011738,1928777.68739066,38,16,15,41.96071851653627,-87.77091588042481,"(41.96071851653627, -87.77091588042481)"
01/26/2015,Completed,01/30/2015,15-00142307,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",7329 N BELL AVE,60645,1160113.02840769,1948542.09228204,49,24,2,42.01450957651869,-87.68618708610042,"(42.01450957651869, -87.68618708610042)"
01/26/2015,Completed,01/30/2015,15-00142323,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",6220 W BERENICE AVE,60634,1134211.96401342,1924943.71401792,38,16,17,41.950251283052694,-87.78205287153757,"(41.950251283052694, -87.78205287153757)"
01/26/2015,Completed,01/30/2015,15-00142427,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,4705 N KASSON AVE,60630,1146751.60641155,1930904.3319257,39,17,14,41.96637710595422,-87.73580499617121,"(41.96637710595422, -87.73580499617121)"
01/26/2015,Completed,01/30/2015,15-00143157,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,4701 N KASSON AVE,60630,1146780.00641155,1930878.5319257,39,17,14,41.96630576528203,-87.73570123481015,"(41.96630576528203, -87.73570123481015)"
01/26/2015,Completed,01/30/2015,15-00143737,Rodent Baiting/Rat Complaint,1,10,1,Dispatch Crew,Inspected and baited,5942 S CARPENTER ST,60621,1170329.60741233,1865407.72026718,16,7,68,41.78616572882279,-87.65102722141545,"(41.78616572882279, -87.65102722141545)"
01/26/2015,Completed,01/30/2015,15-00143763,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,5326 S HARPER AVE,60615,1187182.38999429,1870282.71037125,4,2,41,41.79915946548874,-87.58908247566661,"(41.79915946548874, -87.58908247566661)"
01/26/2015,Completed,01/30/2015,15-00143833,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",1222 E 47TH ST,60653,1185141.90856672,1874086.61629518,4,2,39,41.8096459040281,-87.59644570636753,"(41.8096459040281, -87.59644570636753)"
01/26/2015,Completed,01/30/2015,15-00144081,Rodent Baiting/Rat Complaint,1,8,1,Dispatch Crew,Inspected and baited,2259 S CALIFORNIA AVE,60608,1158050.04060109,1888801.6506253,28,10,30,41.85062018181305,-87.69541366353982,"(41.85062018181305, -87.69541366353982)"
01/26/2015,Completed,01/30/2015,15-00144850,Rodent Baiting/Rat Complaint,1,0,0,Dispatch Crew,Inspected and baited,2799 W LITHUANIAN PLAZA CT,60629,1158898.64492548,1858764.58011494,18,8,66,41.768177279092704,-87.69312035094543,"(41.768177279092704, -87.69312035094543)"
01/26/2015,Completed,01/30/2015,15-00144862,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",4540 N KEYSTONE AVE,60630,1148583.85598259,1929741.14432178,39,17,14,41.96314997351988,-87.72909822314466,"(41.96314997351988, -87.72909822314466)"
01/26/2015,Completed,01/30/2015,15-00145138,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,414 N TRUMBULL AVE,60624,1153309.58001952,1902585.66832524,27,11,23,41.88854035273297,-87.71244624099836,"(41.88854035273297, -87.71244624099836)"
01/26/2015,Completed,01/30/2015,15-00145711,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,"Area inspected, no cause and no baiting",4616 W WAVELAND AVE,60641,1144855.27996618,1924192.52997999,38,17,15,41.94799544388338,-87.74294756326914,"(41.94799544388338, -87.74294756326914)"
01/26/2015,Completed,01/30/2015,15-00145781,Rodent Baiting/Rat Complaint,0,2,1,Dispatch Crew,"Area inspected, no cause and no baiting",4616 W PATTERSON AVE,60641,1144847.75997261,1923860.21998246,38,17,15,41.94708369830197,-87.74298361872009,"(41.94708369830197, -87.74298361872009)"
01/26/2015,Completed,01/30/2015,15-00145815,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,4723 N TALMAN AVE,60625,1157852.56992019,1931269.97328558,47,19,4,41.96716075054397,-87.69497842779609,"(41.96716075054397, -87.69497842779609)"
01/26/2015,Completed,01/30/2015,15-00145835,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",4728 N TALMAN AVE,60625,1157851.56992019,1931303.57328558,47,19,4,41.96725297118271,-87.69498118421055,"(41.96725297118271, -87.69498118421055)"
01/26/2015,Completed,01/30/2015,15-00145843,Rodent Baiting/Rat Complaint,1,5,2,Dispatch Crew,Inspected and baited,2409 W BALMORAL AVE,60625,1159259.2210923,1935785.45998239,40,20,4,41.97952258586917,-87.68968159425431,"(41.97952258586917, -87.68968159425431)"
01/26/2015,Completed,01/30/2015,15-00145849,Rodent Baiting/Rat Complaint,1,7,2,Dispatch Crew,Inspected and baited,5831 N ROCKWELL ST,60659,1157945.44389579,1938629.59461083,40,20,2,41.98735400786123,-87.69443511267714,"(41.98735400786123, -87.69443511267714)"
01/26/2015,Completed,01/30/2015,15-00146102,Rodent Baiting/Rat Complaint,1,2,3,Dispatch Crew,Inspected and baited,2800 N MELVINA AVE,60634,1134590.02452996,1917956.41357232,29,25,19,41.931070688341705,-87.7808286784446,"(41.931070688341705, -87.7808286784446)"
01/26/2015,Completed,01/30/2015,15-00146106,Rodent Baiting/Rat Complaint,9,7,13,Dispatch Crew,Inspected and baited,2801 N MELVINA AVE,60634,1134589.82452996,1917963.11357232,29,25,19,41.93108907743901,-87.7808292547563,"(41.93108907743901, -87.7808292547563)"
01/26/2015,Completed,01/30/2015,15-00146122,Rodent Baiting/Rat Complaint,1,10,1,Dispatch Crew,Inspected and baited,5900 S CARPENTER ST,60621,1170322.00741233,1865689.12026718,16,7,68,41.78693808848024,-87.65104689934068,"(41.78693808848024, -87.65104689934068)"
01/26/2015,Completed,01/30/2015,15-00147363,Rodent Baiting/Rat Complaint,1,0,1,Dispatch Crew,Inspected and baited,5011 N DAMEN AVE,60625,1162099.62716962,1933328.32029662,47,20,4,41.972721052049614,-87.67930474682042,"(41.972721052049614, -87.67930474682042)"
01/26/2015,Completed,02/02/2015,15-00140519,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,10017 S YALE AVE,60628,1176382.00111235,1838516.80857963,9,5,49,41.71223987231773,-87.62964259193647,"(41.71223987231773, -87.62964259193647)"
01/26/2015,Completed,02/02/2015,15-00140753,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,Inspected and baited,11637 S EGGLESTON AVE,60628,1175384.37091252,1827739.30482593,34,5,53,41.682687120029634,-87.63361684424854,"(41.682687120029634, -87.63361684424854)"
01/26/2015,Completed,02/02/2015,15-00142618,Rodent Baiting/Rat Complaint,4,5,3,Dispatch Crew,Inspected and baited,1621 N ASHLAND AVE,60622,1165429.29121649,1910867.19653369,1,14,24,41.91101618829785,-87.66770230491885,"(41.91101618829785, -87.66770230491885)"
01/26/2015,Completed,02/02/2015,15-00142645,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,Inspected and baited,5944 S KARLOV AVE,60629,1150053.38841987,1864867.32893162,13,8,65,41.78510029910891,-87.7253846349178,"(41.78510029910891, -87.7253846349178)"
01/26/2015,Completed,02/02/2015,15-00142985,Rodent Baiting/Rat Complaint,0,2,3,Dispatch Crew,Inspected and baited,1700 E 84TH ST,60617,1189056.73788853,1849621.57202441,8,4,45,41.74241886593567,-87.58287004221997,"(41.74241886593567, -87.58287004221997)"
01/26/2015,Completed,02/02/2015,15-00144602,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,2800 N KILPATRICK AVE,60641,1144570.2597296,1918203.17677878,31,25,19,41.931565491546486,-87.74414656079374,"(41.931565491546486, -87.74414656079374)"
01/26/2015,Completed,02/02/2015,15-00144674,Rodent Baiting/Rat Complaint,1,2,3,Dispatch Crew,Inspected and baited,2318 N KARLOV AVE,60639,1148666.6442789,1915094.62651295,31,25,20,41.922957115376754,-87.72917338504662,"(41.922957115376754, -87.72917338504662)"
01/26/2015,Completed,02/02/2015,15-00145068,Rodent Baiting/Rat Complaint,4,3,2,Dispatch Crew,Inspected and baited,8333 S LOOMIS BLVD,60620,1168448.45973053,1849494.26112209,21,6,71,41.74253787951869,-87.65838227333164,"(41.74253787951869, -87.65838227333164)"
01/26/2015,Completed,02/02/2015,15-00145989,Rodent Baiting/Rat Complaint,2,10,3,Dispatch Crew,Inspected and baited,1456 N BELL AVE,60622,1161140.06102969,1909646.90178634,1,14,24,41.90775786796401,-87.68349339620923,"(41.90775786796401, -87.68349339620923)"
01/26/2015,Completed,02/02/2015,15-00146451,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,6022 W 63RD PL,60638,1137358.98182477,1861812.89013148,13,8,64,41.776955244764075,-87.77200188116191,"(41.776955244764075, -87.77200188116191)"
01/26/2015,Completed,02/02/2015,15-00146491,Rodent Baiting/Rat Complaint,3,4,0,Dispatch Crew,Inspected and baited,445 W 95TH PL,60628,1174937.37148392,1841574.50000487,21,22,73,41.72066288187102,-87.6348423743832,"(41.72066288187102, -87.6348423743832)"
01/26/2015,Completed,02/02/2015,15-00146536,Rodent Baiting/Rat Complaint,3,4,0,Dispatch Crew,Inspected and baited,437 W 95TH PL,60628,1174980.67148392,1841575.90000487,21,22,73,41.720665759500406,-87.63468373551883,"(41.720665759500406, -87.63468373551883)"
01/26/2015,Completed,02/03/2015,15-00140287,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,"Area inspected, no cause and no baiting",743 W WILSON AVE,60640,1170389.80981158,1930762.07937526,46,19,3,41.96550149907089,-87.64889566716917,"(41.96550149907089, -87.64889566716917)"
01/26/2015,Open - Dup,,15-00144529,Rodent Baiting/Rat Complaint,,,,,,2248 W 24TH ST,60608,1161631.03010578,1888036.93663027,25,10,31,41.848447977111974,-87.68229200577859,"(41.848447977111974, -87.68229200577859)"
01/26/2015,Open,,15-00140706,Rodent Baiting/Rat Complaint,,,,,,1518 S HARDING AVE,60623,1150296.45881152,1892299.67888851,24,10,29,41.86037373062288,-87.72377985782104,"(41.86037373062288, -87.72377985782104)"
01/26/2015,Open,,15-00141491,Rodent Baiting/Rat Complaint,,,,,,4103 W HARRISON ST,60624,1149112.98973235,1897042.54470041,24,11,26,41.87341169209613,-87.72800135109892,"(41.87341169209613, -87.72800135109892)"
01/26/2015,Open,,15-00141643,Rodent Baiting/Rat Complaint,,,,,,1321 W MELROSE ST,60657,1166915.30350284,1921693.33361004,44,19,6,41.94069193095049,-87.6619318220384,"(41.94069193095049, -87.6619318220384)"
01/26/2015,Open,,15-00141689,Rodent Baiting/Rat Complaint,,,,,,1630 S RIDGEWAY AVE,60623,1151639.06409614,1891582.11359626,24,10,29,41.858378384211754,-87.71887030204184,"(41.858378384211754, -87.71887030204184)"
01/26/2015,Open,,15-00141756,Rodent Baiting/Rat Complaint,,,,,,1300 N SEDGWICK ST,60610,1173416.69293427,1908936.44020435,27,18,8,41.90554425270345,-87.6384170503614,"(41.90554425270345, -87.6384170503614)"
01/26/2015,Open,,15-00141766,Rodent Baiting/Rat Complaint,,,,,,1310 N SEDGWICK ST,60610,1173412.73407412,1909052.28470658,27,18,8,41.905862223965556,-87.63842814521385,"(41.905862223965556, -87.63842814521385)"
01/26/2015,Open,,15-00141787,Rodent Baiting/Rat Complaint,,,,,,424 W GOETHE ST,60610,1173105.10653004,1908927.17018696,27,18,8,41.905525736131366,-87.63956187782532,"(41.905525736131366, -87.63956187782532)"
01/26/2015,Open,,15-00141819,Rodent Baiting/Rat Complaint,,,,,,424 W SULLIVAN ST,60610,1173337.13407412,1909086.98470658,27,18,8,41.90595912277787,-87.63870481626863,"(41.90595912277787, -87.63870481626863)"
01/26/2015,Open,,15-00142615,Rodent Baiting/Rat Complaint,,,,,,1337 W 18TH ST,60608,1167687.3392254,1891527.17409518,25,12,31,41.857897355924536,-87.65996455014225,"(41.857897355924536, -87.65996455014225)"
01/26/2015,Open,,15-00142783,Rodent Baiting/Rat Complaint,,,,,,7100 S ALBANY AVE,60629,1156932.58982595,1857379.15198739,18,8,66,41.764415385178246,-87.70036430223796,"(41.764415385178246, -87.70036430223796)"
01/26/2015,Open,,15-00143012,Rodent Baiting/Rat Complaint,,,,,,1701 E 84TH ST,60617,1189062.73788853,1849621.77202441,8,4,45,41.7424192711658,-87.5828480521405,"(41.7424192711658, -87.5828480521405)"
01/26/2015,Open,,15-00143172,Rodent Baiting/Rat Complaint,,,,,,5476 S HYDE PARK BLVD,60615,1188587.53401454,1869109.14559473,5,2,41,41.795905620739106,-87.5839670766931,"(41.795905620739106, -87.5839670766931)"
01/26/2015,Open,,15-00143864,Rodent Baiting/Rat Complaint,,,,,,5531 W EDMUNDS ST,60630,1138514.40760799,1932542.83878412,45,16,11,41.97102695494221,-87.76605231683494,"(41.97102695494221, -87.76605231683494)"
01/26/2015,Open,,15-00144320,Rodent Baiting/Rat Complaint,,,,,,4857 W BERTEAU AVE,60641,1143212.79948255,1927481.94330173,45,16,15,41.95705277054348,-87.74890257084753,"(41.95705277054348, -87.74890257084753)"
01/26/2015,Open,,15-00144332,Rodent Baiting/Rat Complaint,,,,,,623 W 61ST ST,60621,1173171.64270982,1864443.2708657,16,7,68,41.78345681154996,-87.6406354250454,"(41.78345681154996, -87.6406354250454)"
01/26/2015,Open,,15-00144659,Rodent Baiting/Rat Complaint,,,,,,6315 N LAWNDALE AVE,60659,1150568.45072698,1941641.43769879,50,17,13,41.995766475148905,-87.72148898953222,"(41.995766475148905, -87.72148898953222)"
01/26/2015,Open,,15-00144687,Rodent Baiting/Rat Complaint,,,,,,2525 N LINCOLN AVE,60614,1169673.76517336,1916984.75022402,43,19,7,41.92771163118613,-87.65193109920774,"(41.92771163118613, -87.65193109920774)"
01/26/2015,Open,,15-00145378,Rodent Baiting/Rat Complaint,,,,,,6123 N ST LOUIS AVE,60659,1151936.93190462,1940432.53177457,50,17,13,41.99242223301452,-87.71648700066405,"(41.99242223301452, -87.71648700066405)"
01/26/2015,Open,,15-00145452,Rodent Baiting/Rat Complaint,,,,,,1434 W ADDISON ST,60613,1165990.13908044,1924002.37572973,44,19,6,41.947047887689635,-87.66526597381848,"(41.947047887689635, -87.66526597381848)"
01/26/2015,Open,,15-00145725,Rodent Baiting/Rat Complaint,,,,,,3200 S WELLS ST,60616,1175140.80526643,1883733.62202046,11,9,34,41.836347592671366,-87.63283935967891,"(41.836347592671366, -87.63283935967891)"
01/26/2015,Open,,15-00145801,Rodent Baiting/Rat Complaint,,,,,,7116 S WHIPPLE ST,60629,1157268.22000738,1857281.66000645,18,8,66,41.76414106823829,-87.69913675503486,"(41.76414106823829, -87.69913675503486)"
01/26/2015,Open,,15-00145920,Rodent Baiting/Rat Complaint,,,,,,1626 S RIDGEWAY AVE,60623,1151638.46409614,1891609.01359626,24,10,29,41.85845221277164,-87.71887179779428,"(41.85845221277164, -87.71887179779428)"
01/26/2015,Open,,15-00145987,Rodent Baiting/Rat Complaint,,,,,,1010 W DIVERSEY PKWY,60614,1169025.72037241,1918772.39838854,44,19,6,41.93263113198954,-87.65426037001166,"(41.93263113198954, -87.65426037001166)"
01/26/2015,Open,,15-00146050,Rodent Baiting/Rat Complaint,,,,,,6827 N RAVENSWOOD AVE,60626,1162987.28009375,1945330.02729073,49,24,1,42.0056354840037,-87.67570178784901,"(42.0056354840037, -87.67570178784901)"
01/26/2015,Open,,15-00146334,Rodent Baiting/Rat Complaint,,,,,,3033 N HAMILTON AVE,60618,1161492.16006942,1920121.03638794,32,19,5,41.93649227883696,-87.68190768574681,"(41.93649227883696, -87.68190768574681)"
01/26/2015,Open,,15-00147385,Rodent Baiting/Rat Complaint,,,,,,416 E 33RD ST,60616,1179633.7200151,1883153.66000015,4,2,35,41.83465440776077,-87.6163711278253,"(41.83465440776077, -87.6163711278253)"
01/25/2015,Completed,01/29/2015,15-00137211,Rodent Baiting/Rat Complaint,5,2,3,Dispatch Crew,Inspected and baited,1343 W GEORGE ST,60657,1166846.31540314,1919370.6730302,32,19,6,41.934319917391534,-87.66225220186516,"(41.934319917391534, -87.66225220186516)"
01/25/2015,Completed,01/29/2015,15-00137227,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",1334 W WOLFRAM ST,60657,1166876.97000021,1919038.77001698,32,19,6,41.933408499975414,-87.66214909602878,"(41.933408499975414, -87.66214909602878)"
01/25/2015,Completed,01/29/2015,15-00137228,Rodent Baiting/Rat Complaint,5,2,3,Dispatch Crew,Inspected and baited,1331 W GEORGE ST,60657,1166926.31540314,1919372.9730302,32,19,6,41.93432450998143,-87.66195813778202,"(41.93432450998143, -87.66195813778202)"
01/25/2015,Completed,01/29/2015,15-00137479,Rodent Baiting/Rat Complaint,2,,2,Dispatch Crew,Inspected and baited,1433 N DEARBORN ST,60610,1175666.42599942,1909983.91993117,42,18,8,41.90836827639533,-87.63012156167842,"(41.90836827639533, -87.63012156167842)"
